# Constructed from biom file							
#OTU ID	CL1	CL2	CL3	CP1	CP2	CP3	taxonomy
denovo15356	6	4	4	3	5	64	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo15356
denovo24217	6	10	2	4	62	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24217
denovo9952	4	0	0	75	1	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo9952
denovo35296	72	12	2	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo35296
denovo16985	11	5	14	1	10	47	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16985
denovo23739	1	0	0	0	79	8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo23739
denovo25488	4	1	1	0	21	62	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25488
denovo64658	0	0	84	5	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo64658
denovo61592	0	81	8	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61592
denovo51536	0	6	10	74	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo51536
denovo56000	0	6	43	42	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56000
denovo13419	8	6	2	55	3	21	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo13419
denovo1667	0	4	0	43	47	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1667
denovo16248	2	1	1	1	20	71	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16248
denovo16058	3	1	1	0	2	90	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16058
denovo19865	4	3	3	1	5	82	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19865
denovo17747	4	3	3	0	14	74	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo17747
denovo18608	20	19	9	5	13	33	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18608
denovo40590	87	4	1	7	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo40590
denovo22253	10	7	3	0	15	65	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22253
denovo48331	41	0	6	53	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo48331
denovo16713	1	4	0	0	4	92	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16713
denovo20979	2	3	1	0	12	84	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo20979
denovo25547	8	3	3	1	57	31	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25547
denovo23268	17	11	2	0	54	21	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo23268
denovo3824	0	0	0	0	106	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3824
denovo16415	7	4	4	0	5	87	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16415
denovo51241	0	9	25	73	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo51241
denovo18278	3	2	0	0	9	94	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18278
denovo57039	0	3	96	9	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57039
denovo45588	98	2	5	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo45588
denovo19630	12	7	0	1	6	83	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19630
denovo66562	0	0	113	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo66562
denovo4659	2	0	0	3	110	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4659
denovo15866	6	10	1	0	8	93	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo15866
denovo61611	0	95	23	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61611
denovo26619	21	10	3	0	1	83	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo26619
denovo66158	0	0	118	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo66158
denovo30471	38	1	1	0	0	79	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo30471
denovo36802	19	91	6	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36802
denovo19976	6	2	1	0	4	115	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19976
denovo10883	4	0	2	111	0	12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10883
denovo63496	0	0	122	8	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo63496
denovo18409	7	5	0	1	10	110	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18409
denovo45579	117	2	10	4	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo45579
denovo10429	0	2	3	129	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10429
denovo38000	12	117	5	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38000
denovo36314	8	123	2	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36314
denovo5318	0	0	1	3	129	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5318
denovo23334	5	0	0	0	131	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo23334
denovo21506	5	4	3	2	50	76	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo21506
denovo25469	21	12	5	3	71	33	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25469
denovo36400	9	130	1	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36400
denovo24410	3	6	0	0	138	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24410
denovo38328	95	57	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38328
denovo25368	39	10	3	0	58	46	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25368
denovo65209	0	0	156	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo65209
denovo36969	11	145	4	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36969
denovo61459	0	110	51	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61459
denovo60628	0	107	63	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60628
denovo19794	7	2	0	0	13	152	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19794
denovo46036	166	0	3	8	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo46036
denovo40805	178	0	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo40805
denovo56892	0	28	149	13	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56892
denovo65392	0	0	197	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo65392
denovo25545	7	2	1	0	121	68	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25545
denovo61530	0	112	85	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61530
denovo14269	1	4	1	76	16	105	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14269
denovo27943	61	14	3	1	2	126	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo27943
denovo37811	14	199	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo37811
denovo59661	0	45	176	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo59661
denovo62622	0	105	117	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo62622
denovo66584	0	0	251	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo66584
denovo18638	0	3	0	0	7	244	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18638
denovo64179	0	0	227	27	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo64179
denovo29136	90	8	3	2	13	156	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo29136
denovo60092	0	163	117	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60092
denovo61746	0	149	135	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61746
denovo56312	0	17	202	79	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56312
denovo58680	0	31	311	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo58680
denovo65809	0	0	363	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo65809
denovo61497	0	344	26	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61497
denovo347	124	169	60	132	88	101	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo347
denovo0	24010	24102	21251	23143	18210	21616	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo0
